language,longitude,latitude
Pomo,14.0,4.2
Urhobo 2,6.0,5.58
Jaqaru,-76.0,-13.0
Dawida,38.67,-4.0
Nias Northern,97.75,1.0
Mojave,-114.58,34.67
Pankararu,37.02,-9.0
Sepa Indonesia,129.17,-3.33
Musan,141.42,-4.0
Bonggi,123.0,10.0
Musak,145.22,-5.36
Nupe,5.42,9.1
Kilivila,151.08,-8.5
Lvchun Tai,102.39,22.99
Nahuatl San Bernardino Teotitlan Del Camino,-97.0,18.12
Musar,145.47,-4.69
Proto Lakkja,110.11,24.11
Vai,-11.25,6.92
Vao,167.31,-15.9
Proto Ijoid,6.5,4.5
Ukaan,6.06,7.75
Hunde 2,28.83,-1.17
Quechua Pastaza,-76.45,-3.48
Apinaye,-48.0,-5.5
Degema,6.75,4.75
Mamuju,119.0,-2.33
Jinding Bai,99.41,26.45
Beami,142.5,-6.17
Ceq Wong,102.42,3.23
Arabic Quranic,42.0,25.0
Marengar,130.0,-14.25
Nhaheun,106.65,15.35
Eastern Kekchi Cahabon,-89.82,15.56
Nsongo,18.08,-4.67
Douyu Bangni,92.97,28.35
Nyamwezi,33.0,-5.0
Kota Mandungwe,12.5,0.0
Kanum Ngkalmpw,140.92,-8.67
K15 Mbunda Gangela,22.33,-14.5
Kurumba Alu,77.0,11.37
Xicotepec Totonac,-97.83,20.42
Senhaja De Srair,-4.56,34.91
Turkana,35.5,3.0
Galela,128.33,2.42
Kichee Santa Clara La Laguna,-91.5,14.78
Jabuti,-62.25,-12.25
Yao 1,35.5,-14.5
Yao 2,35.5,-14.5
Nsemohbi,18.0,-3.0
Gava,13.8,11.23
Kehu,136.15,-3.0
Xaasongaxango,-10.05,14.25
Bilin 2,38.5,15.75
Aramaic,43.0,36.0
Gilaki,50.0,37.33
Kulina Araua,-70.5,-6.0
Kumaru,146.5,-7.0
Nahuatl Atliaca Tixtla,-99.42,17.57
Amol,142.5,-3.42
Lumbu Yi Tandu,10.58,-3.0
Malagasy Sihanaka,48.54,-17.47
Hlubi,31.0,-26.5
Mekens,-61.5,-12.5
Norwegian Nynorsk Toten,11.15,59.27
Fulfulde,10.5,8.17
Bole 2,11.25,11.33
Yapese,138.17,9.58
Nobiin,31.0,21.0
Kariya,9.67,11.0
Bunama,151.08,-10.08
Kanio Bomitaba,17.5,1.67
Ewondo 2,12.0,4.0
Ewondo 3,12.0,4.0
Ewondo 4,12.0,4.0
B871 Mpiin 2,19.33,-5.17
Old Low Franconian,6.74,53.26
San Miguel Soyoltepec,-96.33,18.25
Uri Papua New Guinea,146.61,-6.42
Big Nambas Leviamp,167.17,-16.09
Malagasy Sakalava Morondava,44.32,-20.28
Chinantec Comaltepec,-96.42,17.58
Quechua Ancash Huaylas Huaraz,-77.53,-9.53
Mbowe,23.58,-15.5
Tolaki Asera,122.0,-4.0
Cori,7.95,9.38
Tapshin,9.42,9.33
Kariri,-37.0,-10.0
Nez Perce,-116.0,46.0
Nanai,137.0,49.5
Magori,149.5,-10.33
Gaura Nggaura,119.08,-9.58
Kodeoha,120.92,-3.5
Ilongot Kakidugen,121.42,16.33
Malagasy Tandroy Mahafaly Ampanihy,44.73,-24.68
Pilam Puyuma,121.08,22.83
Tikuna,-70.5,-4.0
Yosondua Mixtec,-97.58,16.92
Romansh Grishun,9.93,46.55
Hemba Mambwe,27.17,-6.25
Alutor,165.0,61.0
Kosare,140.17,-3.75
Obokuitai,138.0,-3.0
Parachinar Pashto,70.1,33.9
Sese,35.5,12.5
Sanskrit,77.2,28.7
Ekajuk,8.58,6.42
Tunen,10.67,4.75
Takbanuaz Bunun,121.0,23.5
Yiddish Western,10.0,51.0
Kongo Mboma,15.0,-5.0
Silisili,146.33,-6.83
Djadjala,142.03,-35.82
Digul Muyu,141.0,-6.0
Iwaidja,132.67,-11.5
Tangale,11.33,9.75
Lisu 2,98.0,26.1
Dom,144.92,-6.0
Nowolokakan,-7.12,9.5
Kwaya 2,33.75,-1.75
Lisu,98.0,26.0
Doe,38.58,-6.0
Lish,92.25,27.35
Sawila,125.08,-8.28
Huli Hole,143.0,-5.92
Dompo,-2.37,8.15
Inibaloi,120.67,16.42
Drung,98.33,28.0
Nahuatl Coatepec Costales Teleoloapan,-99.83,18.35
Classical Mandaic,48.5,31.0
Amuzgo,-98.0,16.83
Xepinzipinzi,11.25,-1.97
Navut Matae,166.72,-15.53
Romanian Megleno,22.38,41.12
Port Sandwich,167.81,-16.46
Womo,141.83,-2.92
Batanga,10.0,3.0
Masana,15.5,10.5
Charam Sarjam Khorasani,59.58,35.78
Darmiya,79.75,30.0
Dogon Toro Tegu Iwra,-2.1,15.0
Bau,145.7,-5.4
Gullah,-80.0,33.25
Bunji Shina,74.0,36.0
Umanakaina Gwoiden,149.67,-9.92
Oko Juwoi,92.8,12.5
Iriga,123.33,13.33
Jicarilla,-104.0,36.58
Korowai,140.0,-5.25
Bai,26.5,7.67
Belanda Viri,27.5,6.75
Irish Gaelic,-8.0,53.0
Ese Ejja,-66.0,-11.0
Temascalcingo Mazahua,-100.0,19.92
Huitoto Murui,-73.5,-1.0
Bata Zumu,12.67,10.0
Teke Komono,15.33,-3.67
Eho Mbo,9.85,5.23
Taulil,152.09,-4.44
Nyanggwara,30.08,5.1
Madimadi,143.5,-34.5
Karo Brazil,-62.0,-10.33
Miri,29.67,10.83
Menya,146.0,-7.25
Long Anap Kenyah,115.33,3.0
Chorote Iyowujwa,-62.5,-22.5
Malasanga,147.08,-6.0
Kawaiisu,-117.5,36.0
Na India,96.16,27.79
Pakaanova,-65.0,-11.33
Seychelles Creole 2,55.5,-4.75
Arammba,141.43,-8.3
Qinzhou Central Hongshuihe Zhuang,108.2,22.44
Una,140.0,-4.67
Karanjankan,-6.9,8.85
Indri,26.0,8.83
Tokelau,-172.0,-9.0
Mokilese,159.75,6.67
A60 Gunu,11.25,4.58
Wulguru,146.5,-19.0
Tiwi,131.0,-11.5
Rengao,107.83,14.58
Blagar Tereweng,124.25,-8.33
Muniwara,143.67,-3.75
Bangala,27.67,2.87
Malagasy Antambahoaka,48.0,-21.09
Chorti,-89.25,14.83
Gawil,144.08,-6.0
Sena 2,35.25,-18.0
Bemal,145.5,-5.29
Anuki,149.83,-9.58
Kapingamarangi,154.75,1.05
Mam Cabrican,-91.83,15.42
Nyambeengge 2,-3.75,14.5
Kudu Camo,9.0,11.08
Maleu 2,148.42,-5.72
Kiholu,16.7,-8.7
Chin Siyin,94.0,23.83
Kwinti,-56.17,5.17
Katbol Timbembe,167.54,-16.24
Enawene Nawe,-58.97,-12.43
B70 Teke Omvula,15.33,-3.67
Tepehua Huehuetla,-98.17,20.83
Ndendeule,33.42,-9.42
Bilbil,145.75,-5.25
Swahili Pate,41.1,-2.07
Gula Iro,19.42,10.25
Tairora Binumarien,146.08,-6.28
Karen Pao,100.32,25.35
Babungo,10.42,6.12
Kusaghe,157.42,-8.08
Proto Biu-mandara,14.0,11.0
Sagadin Tsez,45.92,42.39
Proto West A Hmong,104.0,21.67
Afi Amanda,10.95,6.8
Marinduque Tagalog,121.0,15.0
Bijogo,-16.0,11.33
Krachi,-0.01,7.9
Ute 1,-109.0,39.0
Dobel,134.67,-6.25
Ukrainian,33.0,49.0
Kis,144.0,-3.83
Kalina,-56.0,5.5
Nahuatl Chignautla,-97.37,19.82
Pawaia,145.08,-7.0
Fumu 2,15.33,-3.67
Fumu 1,15.33,-3.67
Saghala,38.5,-3.58
Kim,15.92,9.92
Tamasopo Pame,-99.4,21.92
Apatani,93.75,27.5
Loko,-12.08,9.33
Komelomsch,138.75,-8.25
D55 Buyu,28.33,-4.67
Saya,9.55,9.75
Mulaha,147.44,-9.67
Coast Tsimshian,-129.0,52.5
Ansus,135.78,-1.71
Tswana,26.0,-24.0
Turiwara,-49.5,-2.0
Wasuamba,122.67,-5.33
Fordata,131.5,-6.75
Kashibo Alto Aguaytia,-75.5,-8.5
Maukakan,-7.87,8.23
Ongamo,37.47,-3.03
Mongondow,124.0,0.67
Jeh 2,107.83,15.17
Mashi Nigeria,10.25,6.9
Runyoro Rutooro,31.33,1.5
San Jeronimo Tecoatl,-96.92,18.17
Shughni,71.6,37.93
Tontemboan,124.5,1.08
Lemerig,167.43,-13.83
Roria,166.8,-15.5
Gbaya Mbodomo,15.5,4.5
Dagin,146.67,-6.75
Proto Western Tibetan,76.67,34.56
Zaiwa,98.0,24.33
Bileki Nakanai,150.6,-5.58
Lombi,27.5,0.5
Guarayu,-61.58,-16.0
Nle Mbo,10.05,5.2
Nepali,85.0,28.0
Northern Cakchiquel San Martin Jilotepeque,-90.79,14.79
Samba Daga,11.5,8.25
Kichee Santa Cruz De El Quiche,-91.42,15.0
Plautdietsch,10.0,53.0
Kaguru,37.0,-6.33
Luiseno,-117.17,33.33
Huitoto Nipode,-71.0,-2.42
Zalamo,39.0,-7.0
Wipi Kapal,143.08,-8.75
Soltan Abad Khorasani,58.03,36.4
Central Tarahumara,-107.5,27.5
Buginese,120.0,-4.0
Taparita,-69.0,7.0
Ghotuo,5.75,7.08
Chothe,93.0,24.0
Jemez,-107.0,35.83
Jaunsari,77.03,31.25
Manobo Dibabawon,126.0,7.83
Kokota,159.13,-8.0
Zaparo,-76.33,-2.0
Afrikaans,22.0,-31.0
Tetun Dili,125.7,-8.58
Wichi Lhamtes Vejoz,-62.5,-24.0
Chrau,107.5,10.75
Bangi Me,-3.78,14.8
Uzbek,66.5,40.67
Anem,149.08,-5.58
Dano,145.25,-6.0
Avar Batlukh,46.35,42.56
Dang,82.0,28.0
Oghi Pashto,73.0,34.5
Pambia,24.0,2.0
Gangulu,149.2,-22.83
Asmat Central,138.5,-5.5
Huarayo Ese Ejja,-70.45,-11.9
Makoma,22.62,-15.78
Sewa Bay,150.92,-10.0
Shira Yugur,99.0,38.0
Neyo,-6.0,5.0
Savara,84.33,20.0
Nooksack,-124.66,48.33
Keja,8.25,8.75
Maria Chimalapa,-94.68,16.9
Mamboru,119.5,-9.33
Khmer,105.0,12.5
Banggai,123.17,-1.42
Sindarin,-1.26,51.75
Nyalayu,164.33,-20.33
Gilyak North Sakhalin,142.0,53.33
Uhami,5.67,7.37
Cacua,-70.0,1.08
Tanema,166.9,-11.65
Guanshuang Wa,100.04,22.07
Clallam,-123.75,48.08
Hupa,-123.67,41.08
Roro,146.6,-8.75
Maiwa Pue,149.25,-9.67
Otomi Toluca,-99.67,19.58
Tai Chiengmai,99.75,18.58
Lombard Plesio,9.4,45.88
Yuwana,-65.75,5.0
Colac,143.3,-38.2
Colan,-81.06,-5.0
Ding,19.5,-4.33
Cabecar Chiripo,-83.42,9.75
Karak Pashto,71.26,33.16
Odir Khowar,72.4,36.35
North Bastar Gondi,81.0,20.0
Kham,82.75,28.5
Varama,10.75,-2.5
Ten 2,107.1,25.6
Taai Saisiyat,121.1,24.58
Nones,11.03,46.37
Mulaha Mulaha,147.44,-9.67
Achang,98.5,25.0
Mono,155.8,-7.05
Western Quiche Totonicapan,-91.36,14.91
Bwamu,-3.83,11.67
Dazaga,15.0,16.0
Kombio,142.7,-3.7
Alekano,145.42,-6.0
Mesengo,35.0,6.75
Woswari,142.11,-4.56
Mazoo,18.0,-3.0
Tucano,-69.17,0.5
Namakura Makura,168.53,-16.92
Nahuatl Zahuastipan San Augustin Metzquititlan,-98.57,20.62
Anuta,169.75,-11.75
Kuot,151.5,-3.05
Tzotzil San Andres,-92.5,16.35
Quichua Chimborazo Nizag,-78.84,-2.23
Naga Thangal,94.02,25.27
Aghu 2,140.17,-6.17
Tumbuka Zambie,33.67,-11.0
Maya Yucatan,-89.0,20.0
Tatuyo,-70.5,0.75
North Highland Mixe,-96.0,17.25
Fijian,178.0,-17.83
Gwamhi Wuri,5.0,11.83
Lua Niellim,17.75,9.75
Samarokena Tomayo,138.58,-1.83
Zugunuk Kalasha,71.7,35.49
Vagala,-2.42,9.42
Yangum Dey,141.5,-3.67
Dia,142.25,-3.42
Ainu Nayoro,142.46,44.35
Burum Mindik,147.33,-6.5
Malayalam,76.5,10.0
Kinikinau,-55.0,-20.0
Abung Sukadana Lampung Nyo,105.5,-4.67
Kambera,120.5,-9.83
Borana Oromo,38.5,4.5
Gedaged 2,145.75,-5.17
Morouas,166.95,-15.47
Wanang,91.88,25.57
Guianese Creole French,-53.0,5.0
Papiamento,-69.0,12.25
Wuming Yongbei Zhuang,108.16,23.09
Amharic 3,38.0,10.0
Wanano,-69.5,0.83
Hindi,77.0,25.0
Quechua De Lambayeque,-79.67,-6.0
Wirangu,134.0,-32.0
Gule,146.5,-11.73
Lanoh,102.5,4.0
Wabuda,143.5,-8.25
Kichee Cunen 1,-91.0,15.83
Yuqui,-64.97,-16.83
Bolon,-4.83,11.83
Yanam 2,-62.83,3.5
Nauruan,166.9,-0.5
Wailapa,166.88,-15.61
Lun Bawang,115.92,4.0
Gera 2,9.83,10.32
Jalkot Shina,74.0,36.0
Southern Sorsogon,124.0,12.58
Sandnes Norwegian,8.0,61.0
Toga,166.68,-13.42
Kamdang,29.17,11.42
Gaviao Do Rondonia,-62.0,-10.67
Wayan Fijian,177.3,-17.0
Bom,145.73,-5.58
Birked,25.47,16.07
Korana,20.5,-29.5
Mendhar Gujari,74.13,33.62
Helong,123.5,-10.17
Laal,17.67,10.0
Way Kanan Lampung Api,105.0,-5.0
Bara,-70.25,0.33
Wolof,-16.0,15.25
Nokuku,166.61,-15.0
Bare,-67.0,1.0
Duma,13.0,-0.95
Dumo,141.25,-2.68
Gikuyu 2,36.75,-0.75
Baiso 2,37.75,6.25
Pele Ata,151.0,-5.67
Molbog 2,117.33,8.0
Agarabi,146.0,-6.17
Wuming Zhuang,108.27,23.16
Bokoto,16.5,4.92
Gelao Qiaoshang,105.0,23.2
Kusunda,84.67,28.0
Kwerba Naidjbedj,138.5,-2.25
Daasanach 2,36.33,4.67
Fataleka,160.83,-8.58
Proto Bodo,91.75,25.83
Nyanja,34.0,-14.0
Gunwinggu Kuninjku,133.75,-12.5
Lakonea Bajau,123.0,-4.33
Edo 2,5.83,6.42
Tzeltal Bachajon,-92.0,16.92
Tauya,145.33,-5.75
Rikbaktsa,-57.5,-11.83
Inesenyo,-120.25,34.67
Malieng,105.5,17.75
Nanggu,166.08,-10.83
Duma 2,13.0,-0.95
Aka Bo,93.0,13.25
Tsaangi,13.0,-1.7
Giryama 4,39.67,-3.5
Giryama 3,39.67,-3.5
Giryama 2,39.67,-3.5
Pyramid Wodo,138.83,-3.83
Sensi,-74.92,-7.25
Langara Laut Bajau,123.0,-4.33
Narango,167.05,-15.5
Mairasi,134.0,-3.5
Bamenyam,10.33,5.75
Linda,20.75,6.5
Central Bontoc,120.92,17.08
Rawa,145.94,-5.83
Mae,167.25,-16.0
Mak,107.6,25.6
Mal,101.25,19.33
Cruzenyo,-119.72,34.02
Ngom Kele,14.42,0.67
Chipaya 2,-68.4,-19.0
Chipaya 3,-68.4,-19.0
Juba Arabic,31.0,4.0
Carrier,-123.5,53.75
Highland Tequistlatec,-95.75,16.25
East Makian,127.5,0.0
Comanche,-101.5,33.5
Gumbaynggir,152.5,-30.17
Kaiep,143.83,-3.58
Scots,-4.26,55.86
Ningil,142.25,-3.5
Dinka Northeastern,28.0,8.5
Gascon,0.1,43.3
Ughele,157.75,-8.42
Monzombo,18.42,3.0
Miwok Lake,-122.67,38.92
Boko,3.5,10.5
Boki,9.0,6.25
Inland Tanaina,-154.0,59.96
East Berawan,114.2,3.7
Burmbar Lepaxsivir,167.77,-16.41
Mising,94.83,28.5
Kuruaya,-55.57,-7.0
Madole,127.75,1.42
Umbundu,15.0,-12.5
Kruman,-7.26,4.59
Tjubar Paiwan,120.83,22.5
Illo Busa,3.7,11.55
Tamazight Central Atlas Ntifa,-4.4,33.2
Gawwada 2,37.25,5.5
Garam Chishma Khowar,71.54,36.0
Rocky Peak,141.5,-4.17
Sapolewa Soow Kwele Ului Seram,128.33,-3.0
Goemai,9.75,8.67
Pahari Mahasu,77.17,31.1
Ninkyop,8.25,9.5
Njak Mbai,15.75,7.67
Mpongwe,9.5,-1.25
Cowichan,-122.5,49.25
Camberra Language,149.12,-35.31
Alfendio,143.67,-4.92
Qiang Puxi,103.3,31.0
Fasu,143.33,-6.58
Malagasy Antaisaka,47.49,-23.35
Slovio 2,48.13,17.1
Proto Mayan,-89.83,17.0
Saponi,136.5,-2.42
Araki,166.96,-15.64
Nunku,8.33,9.17
Vinza 2,30.75,-5.0
Luluitera Uaripi,145.75,-7.92
Tigrinya,38.5,14.5
Ciyawo,35.5,-14.5
Kyenga,3.6,11.63
Bukar Sadong Bidayuh,111.0,1.25
Toaripi,146.25,-8.33
Kalagan Kaagan,125.58,7.08
Lue Muong Yong,100.67,22.0
Dehu,167.25,-21.0
Proto Wakashan,-124.75,48.67
Vungu,11.33,-2.5
Jeisch,140.92,-7.92
Tifol Afeng Abui,124.58,-8.25
Agob Dabu,142.58,-9.0
Aasax,37.16,-4.04
Mantjiltjara,125.08,-22.67
Limassa,16.19,2.27
Northwestern Kolami,78.5,20.0
Ninatie Muyu,141.0,-5.5
Yanango,134.92,-12.08
Sumararu,141.5,-2.92
Morska Klingon,-118.33,34.1
Mayi Thakurti,140.63,-20.0
Akara,136.0,-24.0
Lojban,77.02,38.53
Eastern Quiche Rabinal,-90.33,15.08
Abu Arapesh,140.17,-6.17
Korwa,83.4,23.2
Hermit,145.07,-1.52
Poko Rawo,141.58,-2.83
Bosnian,18.0,43.0
Bumang,103.34,23.02
Kwale,147.67,-9.67
Wadyginy,130.17,-13.17
Normal Mbugu,38.17,-4.33
Nahuatl Chilacachapa Cuetzala Del Progreso,-99.83,18.12
Bon Gula,19.5,10.42
Muyang,14.25,10.83
Rija,8.25,8.75
Tindaret,136.25,-1.75
Indonesian Jakarta,106.75,-6.17
Ese Managalasi,148.42,-9.08
Mangshi Tai,98.59,24.43
Taluti Laimu,129.42,-3.42
Mbompiya,18.0,-3.0
Ursari Romani,28.65,44.5
Etruscan,44.1,33.1
Shangsi Yongnan Zhuang,107.59,22.1
Bosavi,142.75,-6.5
Selice Romani,17.98,48.08
Cuzco Gnl,-71.98,-13.52
Tzutujil San Juan La Laguna,-91.28,14.7
Ofaye,-57.0,-22.0
Sebuyau,110.5,1.42
Papel,-15.78,11.87
Teun,129.0,-3.25
Proto Mamean,-91.05,15.55
Ura Png,152.0,-4.58
Oruma,6.42,4.92
Goundo,16.25,9.5
Leitre,141.33,-2.75
Ruh Abad Khorasani,58.95,36.1
Lemolang,120.25,-2.58
Kediru,29.75,4.75
Chatino Tataltepec,-97.54,16.31
Mam Todos Santos Cuchumatan 1,-91.5,15.5
Mam Todos Santos Cuchumatan 2,-91.5,15.5
Mam Todos Santos Cuchumatan 3,-91.5,15.5
Bondeko Bomitaba,17.5,1.67
Sawa,140.5,-3.0
Sadan,119.75,-3.0
Mangbetu,26.5,2.5
Shark Bay 1,167.19,-15.28
Shark Bay 2,167.22,-15.3
Dothraki,-118.2,33.77
Northern Tepehuan,-107.0,26.33
Kichee Cubulco,-90.5,15.17
J15 Ganda,32.17,0.5
Ganglau,146.08,-5.58
Chickasaw,-97.09,34.0
Sienkokakan,-7.6,9.13
Yangkam,10.12,9.32
Sisaala Tumulung,-2.0,10.75
De Wungtse,11.0,6.67
Nkhumbi,14.33,-15.33
Teanu,166.8,-11.63
Sekola Lonthoir Banda,129.87,-4.54
Proto Kartvelian 2,45.0,43.0
Kwai,161.5,-9.0
Umbuykamu,143.83,-14.2
C80 Mbingi,21.5,-4.5
Mam Santiago Chimaltenango,-91.83,15.42
Pocona,-65.5,-17.58
Mosimo,145.58,-4.94
Lomaumbi Babatana,157.5,-7.33
Krim,-11.83,7.25
Krio,-13.23,8.35
Mundang,14.5,9.67
Tai Lei Ping,108.0,24.0
Bwe Karen,97.0,19.5
Taquile,-69.68,-15.77
Mundani,9.92,5.67
Ombamba,14.0,-0.92
Akhvakh,46.33,42.33
Otomi De Ixtenco,-97.92,19.08
Serbocroatian,19.0,44.0
Loven,106.33,15.0
Middle Chulym,89.67,54.33
Parji,82.5,19.5
Bankala,10.5,9.5
Garo,90.5,25.67
Turia Aromanian,20.75,40.0
El Molo,36.75,2.75
Poqomchi Western,-90.5,15.42
Koiari,147.33,-9.5
Nahuatl Sta Ma Coapan,-97.87,18.82
Jimi,9.9,10.42
Reshe,4.63,10.83
Plains Miwok,-121.0,38.0
Bigambal,150.35,-28.6
Ngoni,36.0,-11.0
Siakakan,-6.22,8.0
Ayoquesco Zapotec,-96.83,16.67
Sjiagha,139.9,-7.0
Bum A Cameroon,10.17,6.37
Urat,142.75,-3.58
Tur,167.17,-15.37
Yiddish Eastern,23.0,52.0
Kichee Cantel,-91.5,14.78
Tuyuca 2,-70.08,0.5
Attock,72.08,33.88
Tifal,141.33,-5.0
Ngalum 2,140.75,-4.75
B25 Kota 2,12.5,0.0
Avar Andalal,46.96,42.39
Lauje Ampibabo,120.0,-0.5
Aceh,95.5,5.5
Molo,34.0,10.92
Doughai Khorasani,58.58,36.92
Western Gondi,81.0,19.0
Geechee,-81.23,31.43
Higa Okinawan,126.81,26.33
Namakura Tongariki,168.64,-17.0
Maltese Arabic,14.42,35.92
Bagupi,145.63,-5.05
Semaq Beri,102.5,4.0
Longan Central Hongshuihe Zhuang,108.2,22.44
Berik 2,138.83,-2.25
Banhong Wa,99.1,23.29
Truku Taroko,121.42,24.17
Maba Chad,20.83,13.75
Totonac Coyutla,-97.42,19.92
Maori,176.0,-40.0
Jalapa De Diaz,-96.5,18.08
Maore,44.0,-12.0
Malagasy Masikoro Miary,44.4,-23.3
Kandas,152.83,-4.25
Kiribati,173.0,1.33
Aguacatec,-91.33,15.42
Parenga,83.97,19.07
Gidar,14.0,10.0
Aneme Wake,148.5,-9.83
Taluti Tamilouw,129.42,-3.42
Sar Indonesia,124.42,-8.33
Hdi,13.72,11.87
Sangil,125.33,5.42
Efutop,8.33,5.92
Chin Thado,93.92,24.42
Kaghan Gujari,73.34,34.5
Sangir,125.5,3.5
East Futuna,-178.2,-14.33
Mapudungun,-72.0,-38.0
Ntomba 2,18.33,-2.0
Norwegian Riksmal,8.0,61.0
Pay,145.25,-4.38
Mput 2,18.0,-3.83
Mput 3,18.0,-3.83
Gechode,0.58,8.4
Rejang,102.5,-3.42
Nachering,86.78,27.2
Pam,14.33,8.0
Jicaltepec Mixtec,-98.0,16.33
Romansh Sursilvan,8.83,46.67
Iwum Wuumbu 2,15.33,-3.67
Iwum Wuumbu 1,15.33,-3.67
Kwamera Port Resolution,169.5,-19.52
Maiwa Galeva,149.25,-9.67
Ocaina 2,-71.75,-2.75
Asmat Yaosakor,138.5,-5.58
Kachama,37.42,5.92
Chiricahua,-108.0,33.25
Martuthunira,116.5,-20.83
Mangarayi,133.5,-14.67
Bolia,18.33,-1.25
Nugunu Australia,134.75,-31.75
Luocheng Mulao,108.9,24.78
Surui Do Rondonia,-61.13,-10.97
Soma,127.5,0.0
Terena,-56.0,-20.0
M64 Tonga 2,27.0,-17.0
M64 Tonga 1,27.0,-17.0
Mangue,-85.17,13.53
Shan 4,97.56,20.93
Shan 2,98.0,22.0
Shan 3,98.0,22.0
Svan,42.5,43.0
Malay Pattani,101.58,6.42
Bahuana,-62.5,-0.5
Likpe,0.52,7.35
Araona,-67.75,-12.33
Mor,135.8,-3.0
Paynamar,144.88,-4.9
Mok,99.58,18.83
Moi,131.5,-1.0
Kowaki,145.42,-4.67
Mon,100.5,14.83
Ndun,8.32,10.5
Wosera,143.0,-3.83
Hoava,157.5,-8.08
Tibetan Central,91.0,30.0
Finnish,25.0,62.0
Yeletnye,154.17,-11.37
Osage,-94.0,37.0
Bukaua,147.25,-6.75
Tewa Santa Clara,-106.08,36.08
Maridan,130.17,-14.17
Wawa,11.75,6.83
Mafa,13.9,11.0
Nahuatl Cuacuila Huauchinango,-98.03,20.17
Uruewauwau,-64.0,-11.0
Siar,152.92,-4.67
Nsenga,30.83,-14.05
Vinmavis,167.39,-16.21
Kapontori,122.67,-5.2
Temoq,102.5,4.0
Hawaiian,-155.5,19.58
Mahongwe,14.0,0.67
Zayse,37.33,5.92
Denya Takamanda,9.42,6.0
Macuna,-70.17,-0.33
Stieng 2,106.75,11.83
Ugaritic,35.78,35.6
Juang,86.0,21.33
Kalenjin,35.27,0.5
Bengru Hruso,92.82,27.52
Hpon,97.23,24.3
Fuzhou,119.5,26.0
Zapotec San Lucas Quiavini,-96.47,16.9
Bata Malabu,12.67,10.0
Yalarnnga,139.5,-21.69
Moni 2,137.0,-3.67
Beaver,-120.0,57.0
Nahuatl Jicocingo Zacatlan,-97.97,19.92
Bete Guiberoua,-6.5,6.33
L21 Kete Katamb,22.83,-7.0
Sape,-63.2,5.0
Musqueam,-122.5,49.25
Sibe Manchu,81.18,43.83
Fang Gabon,11.42,-1.0
Lopa,4.7,10.43
Biblical Hebrew,35.13,31.47
Quechua Huanuco Panao,-75.44,-9.86
Ganza,35.17,10.25
Jeri Kuo,-5.67,9.5
Yarawata,145.43,-4.97
Lithuanian,24.0,55.0
Proto Agaw,37.86,12.92
Kaera,124.15,-8.4
Arigidi,5.87,7.57
Isebe,145.71,-5.2
Mixtec Penyoles,-96.92,17.08
Ua Pou,-140.08,-8.92
Taita,38.67,-4.0
Deni,-67.0,-6.0
Karen Geba,96.28,20.83
Ngofabobawa,127.58,0.5
Gabiano,142.42,-4.75
Opata,-110.06,31.15
Khwopa Newar,85.42,27.67
Bajau West Coast,117.0,5.25
Quioquitani Quieri Zapotec,-96.17,16.35
Mayi Yapi,140.61,-19.25
Nung,106.42,21.92
Seimat,144.2,-1.5
Krenak,-41.0,-18.67
Tai Khuen,99.61,21.29
Maqu Tibetan,102.07,34.0
Firan,8.75,9.67
Frans Vlaams,2.38,51.04
Kamang Pido Ii,124.83,-8.25
B431 Vungu,11.33,-2.5
Kairiru,143.58,-3.33
Mabaan,33.75,9.75
Yaqui,-110.25,27.5
Babuyan,121.9,19.5
Hupa 2,-123.67,41.08
Occitan Aranese,0.84,42.72
Indonesian 2,106.0,0.0
Ai Banda,129.77,-4.52
Dargwa,47.42,42.25
Ogboin,5.67,4.92
Dungmali,84.67,25.56
Kaonde,25.75,-13.0
Baure,-64.17,-13.08
Paupe,142.0,-4.5
Wanambre,145.41,-4.75
Tegem,31.25,10.25
Melpa,144.33,-5.17
Sebop Kenyah,114.1,3.45
Bozo Jenaama,-4.0,15.05
Emiliano Ferrarese,11.58,44.35
Emplawas,129.75,-8.0
Itonama,-64.33,-12.83
Ngadha,121.0,-8.83
Waalubal,152.42,-28.42
Ayta Abellen,120.17,15.42
Tabar,152.0,-2.83
Sakhalin Ainu,142.37,48.02
Kefa,36.25,7.25
Hatam,134.0,-1.0
Mashyoo,18.0,-3.0
Bazza,13.26,10.5
Bangba,28.25,3.42
Amal,142.0,-4.0
Azera,146.2,-6.3
Manombai,134.33,-5.92
Bakoko,10.0,3.5
Tabasco Nahuatl Cupilco,-93.02,18.27
Kisonge,22.0,-6.83
Dara Gaz Khorasani 1,59.15,37.47
Dara Gaz Khorasani 2,59.12,37.46
Haitian Creole,-72.5,19.0
Vumba,39.0,-6.5
Shakara,7.43,10.52
Tyaraity,130.33,-13.0
Northern Mam San Ildefonso Ixtahuacan,-91.83,15.42
Waiahaa Areare,161.17,-9.25
Kalapuya,-123.0,44.5
Pashin Kakari Pashto,68.83,30.42
Wayana,-54.17,3.25
Alagwa,35.75,-5.5
Ngalum,140.75,-4.75
Kachura Shina,74.0,36.0
Wolani,136.75,-3.42
Dunguntung,146.33,-6.83
Bekwil,14.33,1.67
Wiyot,-124.17,40.83
Wardaman,131.0,-15.5
Topoiyo,119.33,-2.08
Huautla De Jimenez,-96.83,18.25
Galu,142.42,-3.42
Kerinci 2,101.25,-1.75
Konti Unai,136.25,-1.75
